1957	8	56	1
508	151	1737	1
214	8	3166	1
65	2	231	1
25	3	1176	1
2352	40	491	1
131	8	132	1
13	3	436	1
61	0	0	1
31	14	643	1
0	8	66	1
3	3	98	1
312	7	89	1
65	1	231	1
1254	48	3764	1
1973	8	5600	1
4968	0	3851	1
560	1	5547	1
231	6	65	1
790	14	3	1
407	102	308	1
22	9	23	1
3302	5	3107	1
65	14	194	1
3	23	955	1
231	2	65	1
252	10	508	1
849	48	3076	1
52	1	231	1
161	2	222	1
3	47	955	1
355	57	811	1
22	31	23	1
213	4	1290	1
246	55	9	1
231	14	65	1
2281	31	35	1
1372	8	475	1
408	79	308	1
2164	31	446	1
699	58	293	1
2193	9	58	1
1231	31	1	1
116	8	104	1
3113	34	698	1
124	10	1583	1
3147	3	3849	1
560	5	508	1
61	8	1	1
3812	0	861	1
6294	102	197	1
3336	8	1570	1
720	5	13	1
937	3	790	1
252	8	802	1
52	1	194	1
58	5	459	1
3405	38	13	1
1507	40	9	1
1048	8	89	1
542	31	1321	1
471	8	3894	1
2551	27	104	1
285	126	24	1
9	0	808	1
2281	32	36	1
104	8	912	1
508	10	4326	1
4968	78	4222	1
1694	8	1	1
224	0	1081	1
643	18	552	1
4	8	3	1
224	31	1081	1
1042	8	104	1
61	72	0	1
231	0	2	1
35	3	36	1
396	8	377	1
6935	32	1059	1
643	18	31	1
259	8	104	1
65	18	231	1
61	8	6840	1
274	8	56	1
790	5	1901	1
1628	3	13	1
3	43	31	1
1308	8	4696	1
408	25	809	1
166	0	373	1
410	54	1041	1
643	6	257	1
1287	8	2051	1
376	1	318	1
731	32	111	1
52	2	231	1
47	24	694	1
239	18	823	2
214	8	994	2
0	47	1	2
1372	8	475	2
9	41	782	2
24	18	576	2
22	9	23	2
0	3	1	2
1549	8	1640	2
98	12	2384	2
542	8	87	2
1132	32	8	2
112	41	132	2
213	4	1290	2
396	8	377	2
508	66	509	2
13	0	412	2
31	14	643	2
823	14	239	2
891	0	252	2
25	3	1176	2
3618	8	3452	2
1428	8	3622	2
148	5	116	2
3727	8	573	2
143	135	54	2
22	3	23	2
509	44	508	2
104	6	436	2
396	186	55	2
1083	9	9	2
13	76	38	2
552	27	294	2
1641	22	643	2
827	2	2	2
643	18	552	2
4256	14	743	2
154	65	31	2
481	2	1345	2
3	43	31	2
13	3	104	2
335	33	336	2
52	2	231	2
626	8	2329	2
61	31	0	2
4547	10	89	2
603	3	197	2
87	128	18	2
2468	5	1099	2
231	6	65	2
2022	0	9	2
104	3	785	2
9	0	51	2
47	47	1132	2
384	8	1087	2
702	50	1530	2
508	10	509	2
463	8	2	2
25	33	59	2
1264	135	154	2
1583	10	124	2
56	8	695	2
104	3	436	2
0	33	1	2
2	48	3166	2
5245	13	2857	2
694	205	31	2
1	47	0	2
61	47	0	2
36	22	35	2
509	22	508	2
3100	8	104	2
876	3	698	2
51	33	9	2
407	102	308	2
61	8	1	2
2	52	252	2
643	18	31	2
5712	8	438	2
231	2	52	2
194	18	65	2
408	22	1383	2
22	10	37	2
293	8	104	2
1016	9	397	2
5841	8	849	2
1963	5	2	2
1124	8	2323	2
65	14	194	2
46	2	643	2
102	14	66	2
542	8	2	2
187	2	180	2
817	8	707	2
489	10	491	2
47	0	861	2
180	2	187	2
554	65	3	2
318	53	18	2
576	14	24	2
643	2	46	2
743	18	4256	2
124	10	1583	2
1345	2	481	2
866	1	459	2
694	8	46	2
90	112	24	2
1491	37	19	2
15	53	54	2
876	8	104	2
407	43	304	2
44	58	116	2
3147	3	3849	2
65	1	231	2
0	43	1	2
603	3	869	2
407	20	308	2
55	118	56	2
116	58	44	2
408	1	308	2
613	31	85	2
407	3	308	2
66	18	102	2
1121	3	4726	2
410	54	1041	2
1696	8	3	2
144	8	166	2
13	3	436	2
1578	1	2	2
6781	3	9	2
293	34	13	2
65	2	231	2
2193	9	866	2
552	14	643	2
36	48	533	2
436	6	104	2
65	6	231	2
408	8	308	2
56	118	55	2
491	7	489	2
533	29	2329	2
5250	2	6913	2
400	43	9	2
87	8	2	2
231	2	65	2
6813	8	252	2
1187	31	260	2
817	8	132	2
55	8	396	2
6913	2	5250	2
4137	8	132	2
457	32	308	2
222	19	31	2
222	53	31	2
817	3	707	2
9	3	2022	2
16	8	703	2
825	9	1429	2
2	2	827	2
508	66	509	3
1059	8	1060	3
1345	7	349	3
528	14	2	3
1873	2	2	3
508	5	2333	3
22	9	23	3
920	22	1520	3
282	8	2	3
2	18	464	3
3523	8	1898	3
65	2	122	3
0	33	1	3
2	2	1782	3
231	2	65	3
272	58	242	3
3	2	166	3
3944	8	2503	3
231	6	65	3
65	2	231	3
75	2	197	3
222	19	31	3
51	43	9	3
4176	3	3480	3
143	67	54	3
9	33	4300	3
2102	8	24	3
999	67	54	3
1345	7	4476	3
214	9	3167	3
567	8	672	3
242	58	272	3
16	8	703	3
1264	135	154	3
408	157	308	3
122	2	65	3
65	6	231	3
35	9	36	3
1221	1	643	3
408	22	1383	3
24	10	1065	3
180	23	1152	3
1549	8	5252	3
61	3	1	3
2048	8	672	3
1041	22	65	3
18	0	3525	3
1090	8	5381	3
1236	14	194	3
61	47	0	3
166	2	3	3
242	8	1152	3
65	6	122	3
3294	10	5634	3
65	1	64	3
9	39	4165	3
407	0	1383	3
246	33	4300	3
222	67	31	3
869	7	604	3
1221	1	343	3
294	2	54	3
65	14	194	3
31	8	4413	3
36	48	533	3
613	8	508	3
367	8	1345	3
51	0	629	3
1236	1	2795	3
1285	8	245	3
3298	22	955	3
2738	3	4100	3
214	9	1704	3
446	8	54	3
603	3	869	3
56	53	377	3
742	7	49	3
1026	5	797	3
1782	2	2	3
509	22	508	3
194	18	1236	3
2193	33	866	3
222	53	31	3
3852	7	2734	3
2164	8	54	3
1898	0	1119	3
390	0	9	3
2118	8	65	3
464	14	2	3
64	1	65	3
509	44	508	3
825	9	1237	3
338	7	349	3
0	3	1	3
2	18	64	3
552	27	294	3
4228	2	4101	3
2102	8	49	3
54	2	294	3
4176	8	4227	3
1782	8	282	3
604	7	869	3
4101	2	4228	3
2193	9	866	3
1370	4	869	3
4227	7	869	3
1578	1	2	3
410	54	1041	3
6213	31	716	3
122	6	65	3
58	8	260	3
1727	8	1898	3
197	2	75	3
2	2	1873	3
194	18	65	3
466	3	35	3
230	8	16	3
1920	37	2	3
1	125	5717	3
64	14	2	3
222	8	552	3
4473	10	509	3
5535	8	667	3
3294	10	1213	3
2	18	528	3
0	0	1	3
31	1	643	3
49	10	1065	3
15	7	16	4
141	18	988	4
194	18	65	4
210	131	1397	4
87	2	1782	4
16	7	15	4
242	58	272	4
1010	33	2	4
1891	8	2	4
16	129	861	4
1782	8	2	4
1578	1	2	4
604	31	2727	4
1	47	0	4
2910	10	9	4
1782	14	2	4
231	2	65	4
408	119	484	4
700	8	0	4
22	32	37	4
55	57	695	4
308	34	407	4
941	8	254	4
16	67	15	4
326	9	448	4
1370	7	869	4
4048	8	1599	4
143	7	999	4
120	8	4209	4
65	8	2	4
4215	2	1835	4
669	2	390	4
4324	1	1193	4
1835	2	4215	4
482	1	31	4
65	1	64	4
643	18	343	4
2129	14	66	4
164	0	948	4
52	2	231	4
2	18	1578	4
563	8	4283	4
54	8	344	4
87	8	2	4
286	1	1193	4
2130	8	2	4
22	9	23	4
508	66	509	4
948	34	36	4
899	9	448	4
65	2	231	4
143	67	54	4
88	8	89	4
1313	8	1109	4
5825	8	866	4
693	8	24	4
424	52	478	4
508	57	878	4
66	18	2129	4
9	1	51	4
56	8	55	4
134	3	84	4
2558	8	75	4
1109	8	1313	4
272	58	242	4
66	23	180	4
899	9	4005	4
88	1	9	4
52	14	1907	4
2	18	1782	4
390	2	669	4
343	47	166	4
700	0	0	4
61	31	0	4
999	7	143	4
988	14	141	4
1782	2	87	4
3415	7	1747	4
0	43	1	4
702	8	3652	4
4053	25	113	4
0	47	1	4
9	31	2022	4
110	9	513	4
466	11	35	4
509	44	508	4
65	5	31	4
65	14	194	4
478	52	424	4
31	1	643	4
210	3	1397	4
55	32	1015	4
341	2	6005	4
246	25	9	4
1	0	0	4
422	8	65	4
180	23	66	4
242	34	66	4
6005	2	341	4
65	8	231	4
4227	87	869	4
343	14	643	4
726	8	1080	4
1578	14	2	4
144	35	9	4
329	54	330	4
55	8	56	4
7031	3	869	4
1260	54	400	4
231	2	52	4
22	1	23	4
282	8	2	4
1907	18	52	4
9	39	4165	4
64	1	65	4
166	0	373	5
783	3	593	5
1010	33	2	5
937	31	112	5
23	123	1373	5
328	14	2	5
1158	3	13	5
1598	8	294	5
64	1	65	5
46	5	31	5
887	0	65	5
351	3	9	5
197	33	603	5
68	5	87	5
542	2	961	5
197	5	869	5
75	20	1	5
873	13	2433	5
482	30	46	5
226	54	1189	5
54	6	446	5
623	31	353	5
1401	7	969	5
3427	67	54	5
3470	35	2784	5
112	31	132	5
351	122	9	5
1449	1	632	5
65	6	231	5
166	43	54	5
3280	2	286	5
2	18	328	5
52	25	231	5
446	6	54	5
824	1	377	5
2294	10	22	5
293	8	535	5
703	67	54	5
65	6	1386	5
1221	3	66	5
899	9	4005	5
4019	8	1028	5
899	9	448	5
961	2	542	5
9	31	351	5
1254	8	3764	5
703	7	16	5
407	43	304	5
22	33	23	5
4217	3	2784	5
171	8	428	5
446	3	54	5
827	58	353	5
1154	8	551	5
1	13	0	5
104	74	116	5
2466	3	336	5
552	0	362	5
792	18	131	5
705	25	709	5
887	8	2	5
533	3	1538	5
159	8	49	5
131	1	792	5
197	3	603	5
286	3	1029	5
763	8	75	5
13	3	104	5
2712	142	36	5
559	1	2	5
353	45	827	5
632	1	1449	5
65	14	194	5
46	33	31	5
377	6	824	5
3	120	31	5
394	25	869	5
65	1	64	5
1251	5	702	5
65	8	231	5
46	13	31	5
111	9	112	5
1224	9	313	5
542	1	2	5
1386	6	65	5
52	6	231	5
231	6	65	5
477	8	1401	5
353	58	827	5
1600	5	604	5
552	8	362	5
22	9	991	5
903	53	2	5
604	3	603	5
286	2	3280	5
1432	8	104	5
1818	8	824	5
482	14	31	5
104	40	13	5
991	7	22	5
5395	8	5396	5
197	31	603	5
120	16	859	5
782	39	9	5
326	9	448	5
2	18	827	5
52	33	2	5
1025	5	3379	5
52	8	2	5
308	9	407	5
65	1	231	5
163	9	315	5
576	5	1300	5
23	7	22	5
104	0	116	5
1022	32	5652	5
18	18	377	5
2433	13	873	5
3	8	66	5
131	3	1648	5
16	7	703	5
1279	13	13	5
1	125	5717	5
5759	80	3336	5
65	8	2	5
13	0	442	5
859	16	326	5
89	27	9	5
31	13	46	5
5843	0	1727	5
3095	8	11	5
2	138	54	5
184	4	1666	5
856	3	66	5
824	6	377	5
244	31	705	5
11	45	50	5
0	13	1	5
869	33	604	5
1021	33	1020	5
752	32	3004	5
3	13	955	5
22	10	991	5
1434	126	1435	5
482	8	46	5
1898	54	955	5
6082	1	856	5
3415	7	1747	5
604	31	603	5
6213	31	716	5
592	5	827	5
9	31	782	5
6249	8	294	5
326	16	859	5
222	33	31	5
1314	8	1313	5
1109	49	6386	5
9	31	246	5
827	14	2	5
6294	8	197	5
1818	1	377	5
423	30	154	5
571	54	3460	5
1923	1	104	5
3814	8	672	5
131	14	792	5
4289	10	869	5
197	3	1231	5
1180	1	1016	5
4217	3	3470	5
431	8	1161	5
2990	32	2192	5
4217	3	2783	5
2354	32	2192	5
9	7	1107	5
197	1	603	5
13	3	436	5
4	2	3718	5
4419	31	6625	5
87	48	2	5
891	8	252	5
31	18	482	5
859	16	120	5
553	3	407	5
1401	7	213	5
542	1	1578	5
2	228	861	5
65	25	231	5
231	6	52	5
542	3	1578	5
472	3	2407	5
1279	8	104	5
75	196	1	5
1578	1	2	5
6823	8	142	5
133	2	246	5
6838	8	1154	5
955	13	3	5
335	33	336	5
0	98	31	5
22	32	23	5
407	39	864	5
3032	3	9	5
31	1	46	5
1866	8	402	5
104	3	436	5
2294	65	22	5
111	32	1148	5
87	8	1782	5
194	18	65	5
3718	2	4	5
592	5	559	5
335	25	336	5
377	14	18	5
482	1	31	5
5204	91	603	5
9	31	1906	5
143	67	54	5
246	2	133	5
1308	54	776	5
294	43	0	5
407	0	2273	5
46	30	482	5
1782	5	2	5
55	9	1015	5
482	1	46	5
154	30	423	5
1555	8	1207	5
6082	1	629	5
156	8	65	5
87	8	2	5
22	1	23	5
285	10	1065	5
1465	3	261	5
887	3	52	5
120	8	884	5
22	81	23	5
3107	78	1435	5
131	8	132	5
553	8	408	6
658	13	2	6
51	5	66	6
65	2	64	6
603	3	869	6
2	47	54	6
446	8	54	6
75	1	2	6
449	1	161	6
133	2	246	6
1600	5	604	6
1530	7	508	6
1450	8	296	6
997	2	176	6
102	58	446	6
166	18	376	6
1578	14	2	6
164	2	533	6
4	2	857	6
2257	8	563	6
887	8	2	6
58	148	2498	6
559	1	2	6
376	14	166	6
1578	8	2	6
2873	2	133	6
31	2	46	6
377	67	209	6
3017	63	66	6
1907	8	260	6
61	3	19	6
84	2	51	6
3329	13	3330	6
1316	31	513	6
1213	5	1948	6
65	1	64	6
897	8	1828	6
408	157	308	6
4	2	3718	6
308	34	407	6
2	18	3053	6
2	47	559	6
3825	40	3659	6
407	0	408	6
533	2	164	6
22	32	23	6
24	18	956	6
54	10	143	6
482	8	46	6
66	11	4119	6
560	0	508	6
64	1	65	6
292	8	721	6
90	5	482	6
87	8	2	6
197	2	1213	6
31	2	482	6
163	9	315	6
308	9	407	6
4048	3	2236	6
65	8	2	6
442	35	1081	6
2	18	1578	6
197	1	603	6
64	23	65	6
720	3	104	6
231	74	2088	6
54	12	999	6
102	2	446	6
4913	3	2601	6
52	1	64	6
4928	43	4929	6
336	3	335	6
87	2	1578	6
246	55	9	6
857	2	4	6
1866	8	3656	6
35	11	3557	6
13	3	14	6
3795	7	2312	6
2910	10	9	6
142	25	112	6
956	14	24	6
604	31	603	6
2193	9	866	6
1517	118	4412	6
2722	2	87	6
102	5	54	6
61	43	1	6
505	2	1159	6
1025	25	5290	6
632	1	1449	6
483	3	407	6
87	5	62	6
135	14	402	6
1720	10	812	6
2354	8	2	6
720	0	104	6
2507	9	5490	6
899	9	448	6
3382	0	797	6
5535	8	667	6
371	38	955	6
9	39	89	6
51	34	66	6
1578	5	2	6
488	9	169	6
604	31	2727	6
166	43	54	6
22	1	23	6
156	8	65	6
54	10	1192	6
856	3	66	6
3053	2	87	6
13	34	104	6
1891	8	2	6
63	8	353	6
553	3	407	6
477	9	1403	6
412	9	13	6
761	8	482	6
899	82	326	6
3056	8	377	6
87	2	2722	6
190	11	9	6
5937	32	245	6
489	10	491	6
5843	0	1727	6
4137	27	112	6
491	7	489	6
402	18	135	6
81	31	214	6
1449	1	632	6
1159	2	505	6
226	54	1189	6
65	14	194	6
22	3	23	6
13	35	442	6
2765	9	112	6
304	126	308	6
163	9	1063	6
446	3	54	6
1192	7	54	6
446	2	102	6
1634	2	582	6
242	31	3	6
3053	14	2	6
64	2	65	6
676	1	2	6
407	7	408	6
887	3	52	6
559	47	2	6
112	7	111	6
4131	8	1828	6
4416	3	6034	6
9	101	2873	6
35	11	6354	6
31	1	46	6
246	2	133	6
396	3	3056	6
761	8	46	6
4749	0	603	6
1861	3	2463	6
6444	1	2784	6
176	2	997	6
3031	7	184	6
64	1	52	6
65	23	64	6
274	8	56	6
242	34	66	6
112	3	132	6
474	8	475	6
22	9	23	6
1193	3	1242	6
31	18	482	6
1759	1	308	6
856	3	1221	6
446	58	102	6
559	1	1920	6
897	8	2	6
246	3	133	6
71	8	116	6
36	27	35	6
131	1	112	6
253	3	88	6
3718	2	4	6
1920	3	87	6
1578	2	87	6
1290	7	141	6
11	45	50	6
407	1	308	6
1401	7	213	6
1666	54	184	6
840	9	112	6
312	7	9	6
407	36	308	6
482	2	31	6
2946	8	2783	6
231	33	2088	6
1843	8	625	6
887	1	2	6
46	13	31	6
246	57	9	6
13	24	104	6
246	25	166	6
2	18	1782	6
116	13	13	6
3017	63	254	6
1213	2	197	6
403	8	538	6
13	0	104	6
1121	3	4726	6
143	67	54	6
1025	8	6972	6
46	2	31	6
24	34	1300	6
3330	11	3329	6
13	31	104	6
46	8	31	6
274	8	4948	6
482	14	31	6
869	7	1910	6
1782	14	2	6
582	2	1634	6
31	13	46	6
51	2	84	6
133	2	2873	6
194	18	65	6
446	131	15	6
87	2	3053	6
613	31	53	6
267	9	544	6
1254	8	3764	6
56	8	1398	6
477	9	1290	6
3	0	66	7
780	8	132	7
442	0	13	7
561	5	62	7
417	33	448	7
226	54	1189	7
515	2	1348	7
1434	126	1435	7
1	5	61	7
544	7	569	7
166	18	154	7
2075	8	1300	7
519	13	184	7
897	8	231	7
18	47	559	7
408	119	308	7
623	8	2108	7
2793	8	552	7
1099	8	1254	7
293	8	104	7
528	14	2	7
1578	14	2	7
1	35	61	7
1014	2	3220	7
31	13	46	7
9	39	89	7
132	32	1148	7
407	1	308	7
107	8	120	7
1578	8	2	7
508	66	509	7
3386	8	2329	7
287	66	3394	7
3528	8	1087	7
116	8	104	7
3053	14	1193	7
780	31	112	7
613	9	3749	7
1206	79	24	7
267	9	544	7
89	31	351	7
111	3	112	7
2741	142	2163	7
90	53	24	7
286	13	65	7
328	16	3053	7
546	1	2	7
683	33	104	7
1818	1	377	7
52	14	194	7
2	18	528	7
1379	8	2200	7
1161	7	1162	7
544	0	267	7
1923	8	436	7
65	14	194	7
4227	7	869	7
544	87	569	7
128	7	222	7
912	5	1875	7
2	18	3053	7
693	8	4318	7
9	23	1006	7
90	37	24	7
16	67	2943	7
3	20	658	7
603	3	869	7
899	9	448	7
2936	1	18	7
1422	2	2359	7
102	5	446	7
4523	2	4524	7
4549	2	1014	7
2354	8	2	7
87	8	2	7
2953	22	2244	7
4524	2	4523	7
542	2	1578	7
4646	3	4647	7
603	25	197	7
1922	150	36	7
111	0	112	7
55	8	695	7
2935	8	1666	7
112	33	132	7
2	18	897	7
274	8	4948	7
46	13	31	7
120	92	1569	7
1014	2	4549	7
184	22	199	7
102	58	446	7
3053	14	2	7
31	6	4412	7
403	8	538	7
407	33	1759	7
2	18	1578	7
423	8	65	7
1710	1	246	7
166	5	2659	7
1432	8	442	7
4278	43	3	7
54	5	2	7
65	14	166	7
9	33	1710	7
1648	2	44	7
13	3	644	7
64	1	65	7
1517	8	643	7
131	91	792	7
90	6	54	7
610	9	23	7
1	125	888	7
1193	18	3053	7
102	3	446	7
897	8	2	7
102	2	446	7
2	47	62	7
482	14	31	7
394	2	2259	7
1507	3	9	7
2470	32	738	7
446	8	54	7
244	31	705	7
1818	8	381	7
377	9	5798	7
293	3	13	7
166	9	1054	7
408	79	308	7
40	27	104	7
2432	8	408	7
31	6	46	7
1782	8	2	7
65	1	166	7
65	6	231	7
533	8	2329	7
4549	2	3220	7
1666	7	184	7
897	14	2	7
439	1	9	7
54	6	90	7
508	81	1530	7
542	8	2	7
55	9	1015	7
488	32	169	7
2359	8	1422	7
381	6	377	7
3	47	0	7
23	27	22	7
377	6	381	7
52	2	231	7
54	31	2164	7
3220	2	1014	7
46	6	31	7
13	3	44	7
13	186	934	7
194	18	65	7
194	18	52	7
474	8	475	7
446	58	102	7
2359	2	1422	7
5820	5	1493	7
1	33	0	7
143	7	54	7
22	9	23	7
3220	2	4549	7
559	47	18	7
286	132	1242	7
22	31	23	7
5273	13	492	7
1952	34	31	7
23	135	22	7
246	9	9	7
183	2	1969	7
54	65	3632	7
13	31	104	7
4292	8	830	7
1578	2	87	7
4412	6	31	7
439	1	1083	7
423	2	65	7
133	2	2873	7
87	2	1578	7
911	8	104	7
44	2	1648	7
442	3	13	7
542	8	1578	7
65	1	64	7
1759	1	308	7
2259	2	394	7
3	120	31	7
1206	22	1397	7
3053	16	328	7
2873	2	133	7
1578	5	2	7
65	2	423	7
2953	8	150	7
1	8	0	7
103	5	1359	7
1242	132	286	7
1969	2	183	7
1666	54	184	7
231	6	65	7
154	14	166	7
1348	2	515	7
65	13	286	7
31	18	482	7
1300	0	1397	7
222	10	128	7
3	28	402	7
566	65	3632	7
2755	31	353	7
166	2	1010	7
657	65	13	7
861	100	16	7
166	20	658	7
5695	3	4212	7
166	18	65	7
90	5	11	7
65	3	1	7
65	25	231	7
0	47	3	7
166	5	2	7
231	2	52	7
22	32	37	7
304	126	308	7
104	78	13	7
1578	1	87	7
610	12	23	7
446	2	102	7
62	47	2	7
1600	5	604	7
2021	3	9	7
1192	67	54	7
1578	2	542	7
1010	2	166	7
492	13	5273	7
381	1	377	7
3031	7	184	7
3168	43	24	7
53	8	156	7
2470	185	407	7
721	31	292	7
222	10	31	8
104	31	224	8
9	7	400	8
261	41	986	8
101	6	1043	8
1108	25	23	8
166	13	66	8
1192	67	54	8
197	2	1213	8
856	2	1230	8
210	6	1560	8
120	92	1569	8
869	3	1213	8
362	53	31	8
69	18	194	8
197	8	1948	8
1951	14	1952	8
1221	3	9	8
210	8	855	8
3	70	62	8
1060	150	1059	8
90	0	24	8
582	3	1	8
604	34	1948	8
65	14	385	8
58	8	2531	8
1876	5	449	8
361	2	286	8
705	27	245	8
1004	2	221	8
585	2	2661	8
544	7	569	8
154	1	166	8
286	2	361	8
695	54	55	8
9	3	3032	8
2	18	1578	8
326	9	448	8
2892	1	544	8
457	3	407	8
1407	4	3415	8
385	18	65	8
422	5	2008	8
197	3	1213	8
2661	3	776	8
253	2	84	8
903	53	2	8
3722	78	2163	8
87	2	1578	8
2	18	328	8
694	8	3772	8
632	2	1449	8
2470	8	2177	8
31	8	46	8
1085	8	4135	8
1416	3	1122	8
1031	3	261	8
403	8	538	8
104	23	4221	8
611	8	52	8
54	8	2694	8
1449	2	632	8
866	2	485	8
2661	14	268	8
2313	8	2793	8
683	3	104	8
887	0	65	8
102	2	446	8
31	2	4412	8
2	2	1578	8
2793	10	4557	8
1507	34	3778	8
1700	13	3715	8
1331	2	603	8
997	3	866	8
31	35	694	8
116	8	104	8
141	1	2	8
1416	14	371	8
4628	1	2619	8
194	14	69	8
11	1	231	8
226	54	1189	8
1578	14	2	8
2330	1	46	8
2809	1	2	8
31	45	46	8
87	8	2	8
166	5	1336	8
22	9	23	8
1449	6	632	8
11	58	90	8
2515	8	224	8
261	135	378	8
23	13	315	8
221	2	1004	8
834	2	1849	8
65	58	64	8
888	35	61	8
9	31	51	8
3692	3	147	8
1043	6	101	8
446	58	102	8
632	6	1449	8
1578	95	2	8
485	2	866	8
1	106	0	8
1213	2	197	8
1507	3	9	8
1952	5	1951	8
396	8	377	8
1572	8	22	8
2193	11	866	8
699	31	13	8
569	87	544	8
3	23	924	8
1560	6	210	8
9	0	51	8
446	2	102	8
1807	8	3	8
131	34	112	8
35	3	36	8
603	2	1331	8
5428	0	1062	8
65	13	64	8
22	32	23	8
9	0	246	8
699	3	13	8
1050	9	2205	8
1895	8	24	8
104	8	224	8
296	0	297	8
90	5	11	8
293	3	13	8
392	0	143	8
84	2	253	8
64	58	65	8
1578	2	87	8
1279	8	104	8
4567	25	1159	8
286	2	194	8
120	8	31	8
887	8	2	8
90	53	24	8
90	58	11	8
371	18	1416	8
2470	185	407	8
166	8	66	8
2	2	2180	8
1050	8	66	8
102	3	446	8
1578	20	2	8
1362	1	62	8
163	12	315	8
110	66	513	8
104	8	14	8
112	0	818	8
64	13	65	8
861	31	16	8
4056	1	308	8
377	10	5253	8
1336	8	3	8
2193	8	866	8
10	1	2	8
2803	9	2804	8
65	14	194	8
1666	7	184	8
1	91	0	8
1578	8	87	8
2	47	54	8
1952	18	1951	8
459	3	1407	8
2075	0	47	8
760	2	300	8
15	7	16	8
519	9	184	8
824	2	614	8
328	14	2	8
102	58	446	8
16	7	15	8
2	18	827	8
2354	8	2	8
643	2	46	8
827	14	2	8
2387	8	104	8
9	84	312	8
2406	2	3867	8
297	0	324	8
36	34	35	8
1922	150	36	8
612	8	481	8
66	13	166	8
197	3	1948	8
361	2	194	8
887	3	52	8
27	34	3438	8
488	32	169	8
194	18	65	8
9	31	246	8
6186	31	3143	8
748	8	44	8
1145	7	13	8
702	8	1530	8
5729	43	613	8
1230	2	856	8
166	9	1054	8
2767	9	968	8
2189	35	5644	8
268	18	2661	8
3403	5	1894	8
46	2	643	8
3867	2	2406	8
2189	5	343	8
5253	7	377	8
605	9	9	8
4412	2	31	8
3466	8	935	8
1948	8	197	8
61	8	6840	8
614	2	824	8
1952	5	31	8
104	3	934	8
2363	0	1336	8
587	0	400	8
13	3	1279	8
2313	8	4557	8
670	54	308	8
3056	8	3271	8
32	2	154	8
446	5	102	8
36	27	35	8
1138	33	3214	8
643	18	46	8
814	9	19	8
1316	9	513	8
46	14	643	8
194	2	361	8
